CASEID,recid,wght_per,wght_csp,wght_snt,spltsmpl,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,wir_01,wir_02,wir_03,wir_04,wir_05,wir_06,wir_07,heh_01,heh_02,heh_03,heh_04,heh_09,heh_10,heh_11,drr_110,smk_05,srh_110,srh_115,fam_03,fam_04,smg_01,smg_02,ttlincg2,famincg2
 1941, 1941, 1574.5104,    0.0000, 3173.8171,1,3, 1,6,6,1,96,2,6,6,1,1,2,2,2,2,3,2,3,1,2,2, 2, 5, 4, 0,3,3, 2,3,3,2,1,1,2, 1,3,6
 1942, 1942, 2826.4392, 4418.1608,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 6,96,96,96,6,6, 7,3,2,1,1,1,3, 3,2,5
 1943, 1943,  314.8914,  679.3454,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,3,2,2,2,2,3,2,4,2,2,3, 3, 5, 1, 6,2,3, 4,3,2,3,6,6,3, 5,3,3
 1944, 1944,  330.5776,    0.0000,  775.4137,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 6,96,96,96,6,6, 3,3,2,2,6,6,3, 6,1,1
 1945, 1945, 1500.0797, 2547.3156,    0.0000,2,2, 1,6,6,1,96,1,2,1,2,2,2,1,1,1,1,1,1,1,2,3, 4, 6, 1, 0,7,6, 7,3,3,3,2,2,5, 2,2,3
 1946, 1946,  232.1294,    0.0000,  456.5030,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 1, 2,3,3, 6,1,3,4,6,6,2, 7,1,1
 1947, 1947,  165.4010,  344.4559,    0.0000,2,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 3, 4, 0,4,3, 5,3,3,2,2,5,2, 6,1,4
 1948, 1948,  609.7611,    0.0000, 1401.8054,1,3, 1,6,6,2,96,2,6,6,1,1,1,2,1,2,2,2,4,2,2,3, 3, 3, 5, 0,3,2, 2,3,2,2,6,6,3, 2,2,2
 1949, 1949, 1046.6009, 2981.2274,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 5, 3, 1,4,4, 7,1,2,3,2,2,3, 2,3,6
 1950, 1950,  275.4729,    0.0000,  575.4027,1,3, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 4, 1,4,4, 2,3,2,1,1,1,2, 6,4,4
 1951, 1951,  512.1289, 1028.6874,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 5, 1, 1,1,5, 4,3,3,3,6,6,3, 3,1,1
 1952, 1952,  187.0310,  344.3201,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 3, 0,3,5, 5,3,3,2,2,2,1,96,1,5
 1953, 1953, 1441.0855, 3713.3656,    0.0000,2,2, 8,2,6,2,96,2,6,6,2,3,3,1,2,4,3,5,4,1,2,5, 1, 5, 1, 0,1,5, 4,3,2,5,9,9,4, 7,1,5
 1954, 1954, 1810.4412,    0.0000, 3850.6339,1,2, 7,2,1,6,96,2,6,6,6,6,1,1,1,1,3,6,6,2,6,3, 2, 3, 1, 6,2,3, 3,3,2,2,2,1,3, 5,1,6
 1955, 1955, 2856.1457,    0.0000, 5552.8765,1,3, 1,6,6,1,96,2,6,6,1,1,2,2,2,1,1,2,5,1,1,3, 2, 3, 1, 1,4,1, 4,3,3,2,2,2,3, 1,4,6
 1956, 1956, 2277.0754, 3631.0831,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,3,3,3,3,6,6,1,6,3, 5, 1, 1, 0,2,3, 5,3,2,2,9,9,1,96,3,3
 1957, 1957, 1317.7155,    0.0000, 2387.6111,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 1, 4, 0,5,6, 5,3,2,3,6,6,3, 2,2,2
 1958, 1958,  519.6561, 1193.7921,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,2,2,2,2,2,1,5,1,1,5, 2, 5, 5, 1,5,6, 2,1,4,2,6,6,4, 3,5,5
 1959, 1959,  520.4394, 1149.2788,    0.0000,2,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 3, 4, 0,1,3, 3,3,2,1,2,2,1,96,3,5
 1960, 1960, 3377.8924, 6773.1760,    0.0000,2,3, 1,6,6,2,96,1,2,1,3,3,3,2,3,3,1,2,4,1,2,3, 2, 3, 1, 0,4,1, 6,3,1,1,4,2,4, 2,3,3
 1961, 1961,  674.0812, 1361.3848,    0.0000,2,1, 9,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 7,3,5,2,6,6,2, 2,3,3
 1962, 1962,  256.0460,  589.3835,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,3,3,1,3,2,3,4,1,1,3, 4, 1, 3, 1,5,6, 5,3,2,3,6,6,3, 2,2,2
 1963, 1963,  435.0008,    0.0000,  866.5025,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 2,5,6, 7,3,1,1,2,1,2, 5,1,4
 1964, 1964,  912.6908,    0.0000, 1750.6549,1,3, 1,6,6,1,96,2,6,6,5,4,1,1,1,1,3,1,3,1,2,4, 3, 5, 3, 8,5,6, 4,3,4,3,6,6,4, 1,3,3
 1965, 1965, 1824.1917, 3635.7299,    0.0000,2,2, 1,6,6,2,96,2,6,6,1,2,2,2,1,2,4,2,4,1,1,3, 2, 3, 1, 4,3,2, 5,3,3,2,2,2,2, 3,1,3
 1966, 1966, 2602.8245,    0.0000, 5800.1838,1,3, 1,6,6,2,96,2,6,6,1,1,2,2,3,2,1,3,4,1,1,2, 3, 3, 1, 0,3,5, 3,3,2,1,2,2,4, 1,5,5
 1967, 1967, 2472.9057, 5265.9672,    0.0000,2,4, 1,6,2,6,96,2,6,6,6,6,2,2,1,1,1,6,6,2,6,1, 5, 6, 3, 0,3,4, 4,3,1,1,1,1,2, 2,1,3
 1968, 1968, 2948.9185, 5828.8501,    0.0000,2,2, 8,1,6,2,96,2,6,6,1,2,1,1,2,4,3,2,4,1,1,4, 2, 3, 1, 4,3,3, 7,3,4,2,4,4,3, 4,1,2
 1969, 1969,  741.0776,    0.0000, 1697.1670,1,1, 8,2,6,2,96,2,6,6,2,2,2,2,3,2,2,3,4,1,1,2, 4, 5, 4, 0,2,3, 3,3,1,2,4,2,3, 5,5,6
 1970, 1970,  283.4651,    0.0000,  609.1878,1,4, 8,1,2,6,96,2,6,6,6,6,2,2,2,2,3,6,6,1,6,3, 3, 5, 3, 4,3,3, 7,3,2,3,2,2,3, 1,3,4
 1971, 1971,  257.3330,    0.0000,  639.2554,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 3, 3, 0,4,4, 2,3,2,2,6,6,3, 3,3,3
 1972, 1972,  895.6530,    0.0000, 1992.2339,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 1,1,3,3,6,6,1,96,1,1
 1973, 1973, 3230.2943, 5594.2111,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 3, 0,1,1, 6,3,1,2,1,1,2, 2,1,6
 1974, 1974,  255.7486,  482.8633,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 3, 0,4,3, 7,3,3,1,6,6,1,96,1,1
 1975, 1975,  326.0226,  541.5356,    0.0000,2,2, 7,2,6,1,96,2,6,6,3,4,3,2,2,4,4,2,4,1,2,2, 5, 5, 3, 1,4,3, 2,3,2,1,2,2,2, 3,2,6
 1976, 1976, 3881.9540, 6702.5045,    0.0000,2,3, 1,6,2,6,96,7,6,6,6,6,2,2,2,2,3,6,6,1,6,2, 6,96,96,96,6,6, 1,3,2,2,2,2,3, 1,1,3
 1977, 1977,  317.5429,  585.6516,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 4, 1,3,1, 5,3,4,2,6,6,3, 6,2,2
 1978, 1978,  612.5295,    0.0000, 1245.9616,1,3, 1,6,6,3,96,2,6,6,4,5,4,3,4,4,2,4,5,1,2,2, 5, 5, 3, 0,3,1, 5,1,3,1,3,1,3, 2,3,5
 1979, 1979, 1751.6256,    0.0000, 3013.2058,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 3, 0,5,6, 3,3,3,3,3,3,2, 3,3,5
 1980, 1980,  146.4738,  294.4590,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 3,4,3, 3,3,4,3,9,9,2, 6,1,2
 1981, 1981,  656.3322,    0.0000, 1259.3804,1,3, 1,6,6,2,96,2,6,6,1,2,1,2,2,3,1,2,5,1,2,4, 4, 5, 3, 1,4,3, 6,3,3,3,2,2,3, 1,4,4
 1982, 1982,  925.2596,    0.0000, 3414.3067,1,3, 1,6,6,1,96,2,6,6,1,2,2,1,1,1,1,1,3,1,2,5, 2, 5, 1, 0,5,6, 1,3,3,1,6,6,2, 2,2,2
 1983, 1983, 1259.0598,    0.0000, 2134.6487,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 1, 0,1,4, 2,3,2,2,1,1,1,96,2,3
 1984, 1984, 1733.8307,    0.0000, 3393.3087,1,3, 1,6,6,1,96,2,6,6,1,2,1,1,2,2,1,1,4,1,2,3, 4, 5, 3, 2,1,2, 6,3,2,2,2,2,3, 3,2,3
 1985, 1985,  784.6599, 1859.4805,    0.0000,2,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 4, 0,5,6, 7,3,3,3,6,6,1,96,2,2
 1986, 1986,  916.7981, 1825.1489,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 4, 0,3,4, 5,3,2,2,6,6,1,96,2,2
 1987, 1987, 1746.2215, 3456.3752,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 1,3,3, 5,3,3,3,1,1,3, 5,1,4
 1988, 1988, 2051.5384,    0.0000, 3327.7856,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 7,3,3,3,2,2,4, 6,1,2
 1989, 1989,  806.8757,    0.0000, 1323.6371,1,2, 4,2,6,1,96,2,6,6,1,1,2,1,2,1,3,3,4,1,2,2, 5, 5, 3, 0,3,4, 5,3,2,1,3,1,2, 5,2,3
 1990, 1990, 2026.3959, 3085.6359,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,3,2,2,3,3,2,2,3,1,2,3, 2, 5, 1, 2,4,4, 6,3,3,2,1,2,2, 2,4,6
 1991, 1991, 1638.5938,    0.0000, 3123.1570,1,3, 1,6,1,6,96,2,6,6,6,6,2,1,1,2,2,6,6,1,6,3, 4, 5, 4, 0,2,4, 5,3,2,1,3,3,3, 7,6,6
 1992, 1992, 3386.8996,    0.0000, 6008.6207,1,3, 2,6,6,1,96,2,6,6,1,1,1,1,1,1,2,1,3,1,1,2, 3, 5, 1, 0,7,6, 3,3,2,2,3,2,3, 3,2,6
 1993, 1993,  759.0390,    0.0000, 1602.0664,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 1, 4, 3,3,2, 7,3,4,1,6,6,3, 3,2,2
 1994, 1994, 3797.3251, 7073.6199,    0.0000,2,3, 2,6,6,5, 4,1,4,1,2,4,5,4,5,1,3,1,1,2,2,4, 1, 5, 3,12,5,6, 1,3,2,3,1,2,5, 1,2,4
 1995, 1995,  997.1791,    0.0000, 2533.3853,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 2, 3, 3,15,2,2, 7,3,3,3,2,2,1,96,1,1
 1996, 1996, 2163.0158, 3727.3426,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 6,3,3,3,2,2,1,96,1,2
 1997, 1997,  669.4429, 1780.2939,    0.0000,2,4, 1,6,6,3,96,2,6,6,1,1,2,1,4,4,1,4,4,1,1,3, 4, 3, 3, 2,3,3, 6,3,2,2,9,9,4, 1,3,4
 1998, 1998, 2459.5856, 4546.5526,    0.0000,2,4, 1,6,3,6,96,2,6,6,6,6,3,3,5,4,1,6,6,1,6,5, 2, 3, 1,12,3,4, 2,3,4,4,4,2,5, 1,5,6
 1999, 1999,  124.9649,    0.0000,  288.2560,1,2, 1,6,6,2,96,2,6,6,1,2,2,2,1,1,1,1,4,1,2,3, 2, 5, 1, 4,3,3, 6,1,3,2,2,2,2, 2,3,6
 2000, 2000,  413.6287,    0.0000, 1016.8314,1,4, 3,6,6,5, 4,7,6,6,2,2,2,2,5,3,2,5,3,1,1,3, 2, 5, 1, 4,2,4, 5,1,3,3,6,6,4, 1,2,2
 2001, 2001,  953.1636, 1965.6897,    0.0000,2,4, 1,6,6,2,96,2,6,6,4,3,3,1,3,2,2,3,3,1,1,3, 3, 5, 1, 0,3,2, 3,3,3,2,4,2,4, 1,3,5
 2002, 2002, 1000.8752, 2120.6851,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 6,96,96,96,6,6, 5,3,2,1,6,6,3, 3,3,3
 2003, 2003, 1662.9192,    0.0000, 2853.1391,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,2,1,1,1,1,2,2, 3, 5, 3, 0,3,5, 3,3,1,2,2,2,2, 1,3,5
 2004, 2004,  725.1336,    0.0000, 1646.9552,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 3,3,4,3,6,6,3, 6,1,1
 2005, 2005,  505.0217, 1056.3225,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,4,3,1,2,3,2,2,5,1,2,1, 5, 5, 3, 0,3,3, 6,3,3,3,1,1,3, 1,2,4
 2006, 2006, 1174.6937, 2406.7099,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7, 6,96,96,96,6,6, 7,3,5,7,6,6,1,96,3,3
 2007, 2007, 2168.1703, 6484.9240,    0.0000,2,4, 1,6,6,2,96,2,6,6,1,1,1,1,1,2,2,1,4,1,2,4, 3, 5, 3, 2,2,3, 5,3,4,3,3,3,3, 1,3,4
 2008, 2008, 1582.8189,    0.0000, 2816.4665,1,3, 1,6,6,2,96,2,6,6,4,3,2,2,3,2,1,2,5,1,2,3, 4, 2, 4, 0,3,4, 4,3,3,2,3,2,4, 3,6,6
 2009, 2009, 1054.6351, 2192.1094,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 5, 5, 3, 0,1,3, 6,1,1,1,6,6,3, 7,1,1
 2010, 2010,  418.5940,    0.0000,  839.7406,1,3, 5,2,6,1,96,2,6,6,1,1,1,1,1,1,1,1,3,1,1,3, 2, 3, 5, 0,4,4, 4,3,2,1,2,1,2, 1,3,6
 2011, 2011, 2603.4402,    0.0000, 5272.3124,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 6,96,96,96,6,6, 7,3,1,2,2,2,2, 3,2,3
 2012, 2012, 2474.8251, 5074.5421,    0.0000,2,3, 2,6,6,1,96,2,6,6,2,2,2,2,3,2,2,2,3,1,1,2, 5, 5, 3, 0,2,2, 5,3,2,2,4,4,3, 5,3,6
 2013, 2013,  518.4943,    0.0000, 1007.9145,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 1, 0,3,1, 7,3,2,2,3,3,3, 5,1,4
 2014, 2014,  934.1256, 1492.2546,    0.0000,2,4, 1,6,6,1,96,2,6,6,1,1,1,1,2,1,1,1,3,1,2,3, 4, 5, 1, 0,7,6, 2,3,1,1,2,2,2, 5,4,6
 2015, 2015, 3936.7383,    0.0000, 8118.6665,1,4, 8,1,6,2,96,2,6,6,1,2,1,1,1,1,4,1,1,1,2,1, 6,96,96,96,6,6, 6,3,1,1,2,1,5, 2,2,3
 2016, 2016, 1538.4426,    0.0000, 3153.2093,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 2,7,6, 1,3,2,2,2,2,3, 3,1,2
 2017, 2017, 7193.5879,14081.4991,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 4, 0,1,4, 7,3,3,3,1,2,3, 4,1,6
 2018, 2018, 1248.8315,    0.0000, 2045.1131,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 2, 1, 3, 5,1,3, 7,1,3,3,6,6,5, 1,1,1
 2019, 2019, 1025.8188,    0.0000, 1797.8318,1,2, 1,6,6,1,96,2,6,6,1,1,1,1,1,3,3,1,3,1,2,3, 5, 3, 3, 0,5,6, 3,2,3,2,6,6,3, 6,3,3
 2020, 2020, 1120.0831, 2832.8033,    0.0000,2,3, 1,6,6,2,96,2,6,6,1,2,2,1,3,1,2,3,4,1,1,3, 4, 5, 5, 0,4,5, 3,3,2,3,2,3,3, 1,6,6
 2021, 2021, 1830.8733,    0.0000, 3055.4456,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 3, 0,4,5, 1,3,4,1,2,2,1,96,6,6
 2022, 2022, 1265.3571, 2635.9271,    0.0000,2,4, 1,6,6,2,96,2,6,6,2,3,3,3,3,3,4,4,4,1,1,5, 2, 5, 1, 4,3,5, 5,3,4,4,6,6,3, 2,4,4
 2023, 2023,  552.9998, 1226.8410,    0.0000,2,3, 3,6,6,1,96,2,6,6,1,1,2,2,2,2,2,2,2,1,2,3, 2, 3, 1, 6,1,1, 6,2,2,2,6,6,2, 7,3,3
 2024, 2024,  570.7747, 1671.1961,    0.0000,2,3, 1,6,6,2,96,2,6,6,1,1,1,1,2,1,1,2,4,1,1,3, 2, 5, 1, 5,3,3, 4,3,3,2,2,2,3, 2,3,3
 2025, 2025,  680.4630, 1572.1768,    0.0000,2,4, 1,6,1,6,96,2,6,6,6,6,2,2,3,3,1,6,6,1,6,5, 2, 5, 3, 0,5,6, 7,2,2,1,2,1,5, 2,2,3
 2026, 2026,  438.0192,    0.0000,  824.5006,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 0,3,2, 3,3,2,2,1,2,4, 3,2,6
 2027, 2027, 1664.2562, 3048.4511,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 6, 4, 0,3,3, 6,3,3,2,1,1,2, 6,1,3
 2028, 2028, 1048.1065, 2034.9121,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 4, 5,4,2, 1,3,2,3,2,2,3, 7,3,4
 2029, 2029,  960.7484, 1888.9436,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 3, 1, 2,4,4, 2,3,2,2,6,6,3, 3,2,2
 2030, 2030,  860.2775, 1567.1516,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,1,2,2,3,3,3,1,2,1, 5, 5, 1, 0,4,5, 5,1,3,2,4,2,4, 5,3,3
 2031, 2031, 1097.7313,    0.0000, 3701.4245,1,2, 4,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 3, 4, 4,2,4, 7,3,2,2,2,2,3, 4,1,1
 2032, 2032, 1207.8882,    0.0000, 1621.0133,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 4, 4,3,1, 6,3,3,3,6,6,3, 2,1,1
 2033, 2033,  307.7173,    0.0000,  560.8659,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 3, 3,3,4, 1,3,4,2,6,6,2, 3,2,2
 2034, 2034, 1125.8777,    0.0000, 1860.4847,1,4, 1,6,6,2,96,1,2,1,1,2,2,1,1,2,1,1,3,1,1,2, 2, 3, 1, 0,1,5, 3,3,2,1,6,6,3, 2,2,2
 2035, 2035, 1025.7319, 2648.6787,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 4, 0,5,6, 7,3,3,3,6,6,2, 7,1,1
 2036, 2036, 1388.3808,    0.0000, 2944.3433,1,3, 1,6,6,2,96,2,6,6,1,1,2,2,2,2,2,3,4,1,1,4, 3, 5, 2, 1,4,5, 1,3,4,2,6,6,4, 1,3,3
 2037, 2037,  873.0032,    0.0000, 2013.5022,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 5, 1, 4,5,6, 3,3,2,3,2,1,3, 2,1,2
 2038, 2038, 2792.7988,    0.0000, 5875.5559,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 2,3,3, 1,3,2,3,2,4,5, 3,1,4
 2039, 2039, 1359.9717, 2644.5590,    0.0000,2,3, 1,6,6,4, 6,1,1,1,3,3,4,3,3,3,2,2,4,1,2,3, 2, 5, 1, 3,2,2, 3,3,2,1,6,6,4, 1,2,2
 2040, 2040, 5595.8076,13282.8118,    0.0000,2,1, 2,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 1, 5, 1,12,3,3, 6,3,2,2,3,4,1,96,1,1
 2041, 2041, 1113.8096,    0.0000, 1639.1785,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 0,1,3, 5,3,2,1,6,6,1,96,1,2
 2042, 2042, 2260.9098,    0.0000, 5079.3605,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 3, 0,4,3, 5,3,2,2,3,2,4, 5,1,4
 2043, 2043,  339.5635,  602.5827,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 6, 3, 1,4,4, 4,3,4,3,6,6,2, 3,2,2
 2044, 2044, 5251.5985,10971.3318,    0.0000,2,4, 1,6,6,2,96,2,6,6,2,2,1,1,1,1,1,1,5,1,2,3, 1, 1, 1, 2,1,1, 3,3,3,2,1,2,3, 1,4,4
 2045, 2045, 1131.1806, 2325.1614,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 1, 3, 0,4,1, 7,3,1,1,1,1,1,96,2,4
 2046, 2046, 2417.3412,    0.0000, 4637.3024,1,3, 1,6,1,6,96,2,6,6,6,6,1,2,2,2,1,6,6,1,6,2, 4, 3, 1, 6,4,2, 2,3,2,2,2,4,3, 5,5,6
 2047, 2047, 2828.7330, 4986.4840,    0.0000,2,4, 9,6,6,4, 4,2,6,6,4,4,3,3,3,3,2,4,5,1,2,3, 2, 3, 1, 0,4,3, 3,3,2,3,2,2,3, 1,5,6
 2048, 2048, 2364.2676, 5847.7772,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 0,5,6, 5,3,3,1,2,1,1,96,3,4
 2049, 2049,  673.1086, 1177.1756,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5, 3, 2,5,6, 2,3,4,4,6,6,4, 2,1,1
 2050, 2050, 2792.4409,    0.0000, 3340.9911,1,4, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 1, 2,4,5, 4,3,3,1,6,6,3, 2,4,4
 2051, 2051,  632.4220,    0.0000,  711.0559,1,3, 1,6,6,4, 4,7,6,6,4,4,2,2,2,3,2,2,3,1,2,2, 3, 5, 3, 0,4,5, 2,3,3,3,9,9,3, 2,2,2
 2052, 2052, 3177.3725, 4878.2196,    0.0000,2,4, 1,6,6,2,96,2,6,6,2,2,2,2,3,2,2,4,5,1,2,2, 3, 3, 3,15,4,5, 1,3,3,2,3,2,4, 1,6,6
 2053, 2053, 1653.1579,    0.0000, 4130.8268,1,4, 4,1,6,3,96,2,6,6,5,2,3,2,2,4,2,2,4,2,1,3, 3, 5, 1, 1,3,3, 4,3,3,3,4,1,3, 5,2,4
 2054, 2054, 1413.2714, 2778.5367,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5, 6,96,96,96,6,6, 7,3,3,3,6,6,5, 7,1,1
 2055, 2055,  362.3344,  609.9090,    0.0000,2,3, 1,6,6,1,96,1,3,6,1,1,2,1,4,1,5,1,1,2,2,3, 5, 2, 4, 0,3,4, 6,3,2,1,6,6,1,96,2,2
 2056, 2056,  942.0357,    0.0000, 3287.4272,1,4, 6,9,6,1,96,2,6,6,1,1,1,1,2,3,3,2,4,2,1,3, 4, 5, 1, 4,4,4, 4,3,3,1,1,2,2, 2,4,6
 2057, 2057, 2567.3592,    0.0000, 5719.0312,1,3, 1,6,6,2,96,2,6,6,2,3,2,2,2,3,2,4,3,1,1,1, 5, 3, 1, 0,3,2, 7,3,1,2,9,9,3, 5,3,3
 2058, 2058, 3461.9623, 6647.9716,    0.0000,2,4, 1,6,6,2,96,2,6,6,2,2,3,2,3,2,2,2,3,1,2,3, 3, 5, 1, 0,3,3, 5,1,2,1,4,4,3, 3,3,6
 2059, 2059,  578.5628,    0.0000, 1026.9849,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 7,3,4,1,6,6,1,96,2,2
 2060, 2060, 2799.8853,    0.0000, 4778.4025,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 3, 3, 0,5,6, 7,3,3,3,1,1,3, 2,1,2
 2061, 2061, 1486.5387,    0.0000, 3663.3537,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 5, 2, 0,3,5, 7,3,3,3,9,9,4, 4,1,4
 2062, 2062,  363.7961,    0.0000,  734.4809,1,4, 8,1,2,6,96,2,6,6,6,6,2,1,3,3,2,6,6,1,6,2, 5, 6, 4, 2,5,6, 7,3,3,1,6,6,3, 6,6,6
 2063, 2063, 1767.5712, 3695.8727,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 1, 3, 0,5,6, 5,3,3,2,2,2,2, 3,1,3
 2064, 2064, 1586.9502, 2498.7403,    0.0000,2,3, 8,2,1,6,96,2,6,6,6,6,1,1,1,2,4,6,6,1,6,3, 2, 5, 1, 5,5,6, 1,3,2,2,4,3,1,96,4,4
 2065, 2065,  947.2466,    0.0000, 2191.9560,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,1,2,2,2,1,7,4, 5, 5, 3, 0,3,4, 5,1,3,2,1,2,4, 7,2,5
